sample	genome	completeness	contamination	d	p	c	o	f	g	s	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings	completeness_model_used	translation_table_used	coding_density	contig_n50	average_gene_length	genome_size	gc_content	total_coding_sequences	total_contigs	max_contig_length	additional_notes
WM20	WM20_S15_005	99.41	2.36	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Sediminibacterium	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	97.02	11	0.98383	NA	Gradient Boost (General Model)	11	0.895	189829	339.95740323571573	5559404	0.45	4883	59	602207	None
WM20	WM20_S15_006	100	1.22	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__	NA	NA	NA	NA	NA	GCF_025938155.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium sp025938155	83.78	0.179	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_020179425.1, s__Novosphingobium percolationis, 95.0, 83.52, 0.186	97.16	11	0.98792	NA	Neural Network (Specific Model)	11	0.911	105809	320.03024193548384	4176479	0.64	3968	65	386992	None
WM20	WM20_S15_007	99.97	0.19	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__NS11-12g	f__UKL13-3	g__UKL13-3	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UKL13-3;g__UKL13-3;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	95.71	11	0.97023	NA	Neural Network (Specific Model)	11	0.909	162597	355.5281030444965	4001007	0.42	3416	50	413487	None
WM20	WM20_S15_008	100	4.92	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__B-17B0	f__B-17BO	g__PALSA-968	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__PALSA-968;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	96.05	11	0.91924	NA	Gradient Boost (General Model)	11	0.935	1006925	358.1891252955083	4369206	0.42	3807	56	1201091	None
WM20	WM20_S15_009	99.71	0.07	d__Bacteria	p__Bacteroidota	c__Kapaibacteriia	o__Kapaibacteriales	f__UBA2268	g__JAPLFM01	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__UBA2268;g__JAPLFM01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	NA	97.2	11	0.85952	NA	Gradient Boost (General Model)	11	0.909	119623	361.1749392572024	3428065	0.34	2881	55	418697	None
WM20	WM20_S15_010	96.34	2.92	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__S36-B12	f__CAIYMF01	g__WLRQ01	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__CAIYMF01;g__WLRQ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	95.21	11	0.91646	NA	Gradient Boost (General Model)	11	0.899	32003	302.9034304511278	4294954	0.71	4256	207	118645	None
WM20	WM20_S15_011	100	0.95	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__SXHM01	f__SXHM01	g__SXHM01	s__	NA	NA	NA	NA	NA	GCA_947478465.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__SXHM01;f__SXHM01;g__SXHM01;s__SXHM01 sp947478465	90.68	0.668	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__SXHM01;f__SXHM01;g__SXHM01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945870105.1, s__SXHM01 sp945870105, 95.0, 87.3, 0.412; GCA_945861685.1, s__SXHM01 sp945861685, 95.0, 87.24, 0.406; GCA_947479755.1, s__SXHM01 sp947479755, 95.0, 86.7, 0.435; GCA_005773695.1, s__SXHM01 sp005773695, 95.0, 86.42, 0.18; GCA_020054035.1, s__SXHM01 sp020054035, 95.0, 84.73, 0.222	94.18	11	0.98567	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	Gradient Boost (General Model)	11	0.933	97758	360.949826527889	4345921	0.39	3747	93	257988	None
WM20	WM20_S15_012	97.61	0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Sediminibacterium	s__	NA	NA	NA	NA	NA	GCA_008080615.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp008080615	89.8	0.561	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	NA	95.91	11	0.99044	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	Gradient Boost (General Model)	11	0.932	241243	351.775880097595	3244320	0.35	2869	45	422288	None
WM20	WM20_S15_013	97.13	6.86	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Sediminibacterium	s__Sediminibacterium sp017996795	GCA_017996795.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017996795	95.82	0.815	GCA_017996795.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017996795	95.82	0.815	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001829005.1, s__Sediminibacterium sp001829005, 95.0, 90.04, 0.608; GCA_002281875.1, s__Sediminibacterium sp002281875, 95.0, 90.02, 0.619; GCF_030695065.1, s__Sediminibacterium sp030695065, 95.0, 87.52, 0.466; GCA_002281575.1, s__Sediminibacterium sp002281575, 95.0, 87.37, 0.464; GCA_002786355.1, s__Sediminibacterium sp002786355, 95.0, 84.38, 0.266	92.23	11	NA	NA	Gradient Boost (General Model)	11	0.94	61132	338.5464587394412	3319714	0.36	3078	123	241348	None
WM20	WM20_S15_014	95.93	3.2	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_013004105.1, s__Gemmatimonas groenlandica, 95.0, 88.54, 0.508; GCA_903894655.1, s__Gemmatimonas sp903894655, 95.0, 87.19, 0.218; GCA_945870175.1, s__Gemmatimonas phototrophica_A, 95.0, 87.04, 0.282; GCA_947457715.1, s__Gemmatimonas sp947457715, 95.0, 86.47, 0.202; GCA_947461225.1, s__Gemmatimonas sp947461225, 95.0, 86.17, 0.308; GCA_903900795.1, s__Gemmatimonas sp903900795, 95.0, 85.89, 0.231; GCA_002737115.1, s__Gemmatimonas sp002737115, 95.0, 85.17, 0.263; GCA_947462095.1, s__Gemmatimonas sp947462095, 95.0, 84.74, 0.253	91.86	11	0.9813	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	Neural Network (Specific Model)	11	0.917	19523	325.2653343886031	5366113	0.65	5054	387	75085	None
WM20	WM20_S15_015	99.75	0.78	d__Bacteria	p__Spirochaetota	c__Leptospirae	o__Leptospirales	f__Leptospiraceae	g__Leptospira_A	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_016918735.1, s__Leptospira_A abararensis, 95.0, 90.55, 0.655; GCF_000332455.1, s__Leptospira_A vanthielii, 95.0, 90.53, 0.645; GCF_000332515.2, s__Leptospira_A wolbachii, 95.0, 88.32, 0.561; GCF_000332495.1, s__Leptospira_A terpstrae, 95.0, 87.4, 0.526; GCF_016919165.1, s__Leptospira_A chreensis, 95.0, 86.96, 0.447; GCF_004769575.1, s__Leptospira_A perdikensis, 95.0, 85.3, 0.39; GCF_004770265.1, s__Leptospira_A congkakensis, 95.0, 85.04, 0.342; GCF_004769235.1, s__Leptospira_A kanakyensis, 95.0, 84.85, 0.319; GCF_004770145.1, s__Leptospira_A bourretii, 95.0, 84.72, 0.306; GCF_004770045.1, s__Leptospira_A montravelensis, 95.0, 84.66, 0.289; GCF_004770765.1, s__Leptospira_A noumeaensis, 95.0, 84.59, 0.302; GCF_004770905.1, s__Leptospira_A bandrabouensis, 95.0, 84.51, 0.308; GCF_004770475.1, s__Leptospira_A mtsangambouensis, 95.0, 84.51, 0.305; GCF_002812125.1, s__Leptospira_A brenneri, 95.0, 84.33, 0.294; GCF_004368965.1, s__Leptospira_A meyeri, 95.0, 84.27, 0.293; GCF_002811945.1, s__Leptospira_A harrisiae, 95.0, 84.22, 0.297; GCF_026151655.1, s__Leptospira_A sp026151655, 95.0, 84.15, 0.276	92.04	11	0.99662	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	Neural Network (Specific Model)	11	0.935	51141	323.23972427878476	4049631	0.39	3917	138	155827	None
WM20	WM20_S15_016	99.57	2.14	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__	NA	NA	NA	NA	NA	GCA_030693575.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp030693575	92.39	0.642	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030285985.1, s__Brevundimonas sp030285985, 95.0, 91.6, 0.652; GCA_006515835.1, s__Brevundimonas sp006515835, 95.0, 90.05, 0.488; GCF_030160755.1, s__Brevundimonas denitrificans, 95.0, 89.95, 0.518; GCF_937982535.1, s__Brevundimonas sp002343425, 95.0, 89.84, 0.541; GCF_002483305.1, s__Brevundimonas sp002483305, 95.0, 89.12, 0.434; GCA_030856285.1, s__Brevundimonas sp030856285, 95.0, 89.07, 0.365; GCF_004296955.1, s__Brevundimonas sp004296955, 95.0, 88.8, 0.436; GCA_018826515.1, s__Brevundimonas sp018826515, 95.0, 88.36, 0.44; GCA_947501315.1, s__Brevundimonas sp947501315, 95.0, 88.0, 0.334; GCF_030704825.1, s__Brevundimonas sp030704825, 95.0, 87.32, 0.332; GCF_030682035.1, s__Brevundimonas sp030682035, 95.0, 87.3, 0.372; GCF_027487935.1, s__Brevundimonas sp027487935, 95.0, 87.16, 0.367; GCA_019746095.1, s__Brevundimonas sp019746095, 95.0, 87.16, 0.361; GCF_001427825.1, s__Brevundimonas sp001427825, 95.0, 86.57, 0.329; GCF_031082345.1, s__Brevundimonas sp031082345, 95.0, 85.97, 0.168; GCF_029946145.1, s__Brevundimonas sp029946145, 95.0, 85.96, 0.294; GCF_937870815.1, s__Brevundimonas sp937870815, 95.0, 84.77, 0.167; GCA_016183935.1, s__Brevundimonas sp016183935, 95.0, 84.06, 0.165; GCF_014196335.1, s__Brevundimonas lenta, 95.0, 84.01, 0.154; GCF_011927945.1, s__Brevundimonas alba, 95.0, 84.0, 0.18; GCF_014202075.1, s__Brevundimonas basaltis, 95.0, 83.61, 0.152; GCA_018820665.1, s__Brevundimonas sp018820665, 95.0, 83.55, 0.155	89.26	11	0.99683	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	Neural Network (Specific Model)	11	0.904	25367	294.0654627539503	3020844	0.68	3101	175	160601	None
WM20	WM20_S15_017	98.59	6.7	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__LMDS01	s__	NA	NA	NA	NA	NA	GCA_025355545.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__LMDS01;s__LMDS01 sp025355545	86.2	0.226	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__LMDS01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_001425865.1, s__LMDS01 sp001425865, 95.0, 85.01, 0.156	86.71	11	0.98152	Genome has more than 10.8% of markers with multiple hits	Gradient Boost (General Model)	11	0.908	24538	304.7364691989766	5106505	0.68	5081	288	237317	None
WM20	WM20_S15_018	92.4	1.89	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Fen-1231	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	86.97	11	0.9083	NA	Gradient Boost (General Model)	11	0.937	12002	315.97975282671575	3838349	0.67	3803	424	73126	None
WM20	WM20_S15_019	93.55	3.05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Ga0077523	g__Ga0077523	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Ga0077523;g__Ga0077523;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_022843925.1, s__Ga0077523 sp022843925, 95.0, 87.22, 0.32; GCA_001464895.1, s__Ga0077523 sp001464895, 95.0, 87.18, 0.321	86.28	11	0.98301	NA	Gradient Boost (General Model)	11	0.904	9847	312.21069433359935	5184709	0.67	5012	663	45986	None
WM20	WM20_S15_020	86.03	2.06	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__	NA	NA	NA	NA	NA	GCA_963205005.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__Phenylobacterium sp963205005	89.99	0.538	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	NA	85.28	11	0.99636	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	Neural Network (Specific Model)	11	0.917	11429	292.3977767037216	3951158	0.69	4138	436	44208	None
WM20	WM20_S15_021	96.74	1.39	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Paracaedibacterales	f__UBA11393	g__JAGOTX01	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Paracaedibacterales;f__UBA11393;g__JAGOTX01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	NA	85.88	11	0.90433	NA	Gradient Boost (General Model)	11	0.875	7260	298.84159106769016	1465486	0.34	1433	233	38652	None
WM20	WM20_S15_022	98.22	3.83	d__Bacteria	p__Elusimicrobiota	c__Elusimicrobia	o__UBA1565	f__UBA9628	g__GWA2-66-18	s__	NA	NA	NA	NA	NA	GCA_016212855.1	95	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__GWA2-66-18 sp016212855	83.83	0.214	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016182905.1, s__GWA2-66-18 sp016182905, 95.0, 84.0, 0.18; GCA_016191335.1, s__GWA2-66-18 sp016191335, 95.0, 83.86, 0.192; GCA_023213235.1, s__GWA2-66-18 sp023213235, 95.0, 83.74, 0.187; GCA_030696455.1, s__GWA2-66-18 sp030696455, 95.0, 82.98, 0.157	82.03	11	0.98112	NA	Gradient Boost (General Model)	11	0.947	43192	338.9967204154141	3919665	0.67	3659	131	170650	None
WM20	WM20_S15_023	90.22	6.18	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030157685.1, s__Ferruginibacter sp030157685, 95.0, 87.31, 0.31; GCA_016715365.1, s__Ferruginibacter sp016715365, 95.0, 86.29, 0.29; GCA_016710935.1, s__Ferruginibacter sp016710935, 95.0, 84.94, 0.216	80.12	11	0.98348	NA	Gradient Boost (General Model)	11	0.894	16731	316.3445105462412	3920555	0.39	3698	342	90727	None
WM20	WM20_S15_024	94.26	3.91	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Paucibacter	s__	NA	NA	NA	NA	NA	GCA_018780645.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paucibacter;s__Paucibacter sp018780645	90.62	0.617	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paucibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_004362525.1, s__Paucibacter toxinivorans, 95.0, 90.62, 0.585	85.84	11	0.99615	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	Gradient Boost (General Model)	11	0.916	32297	325.3793991416309	6198580	0.66	5825	340	100608	None
WM20	WM20_S15_025	91.86	4.25	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__LD1	g__Bog-950	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	79.78	11	0.95365	NA	Gradient Boost (General Model)	11	0.91	15982	326.90555845966196	6175976	0.43	5739	524	328433	None
WM20	WM20_S15_026	91.51	5.24	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__	NA	NA	NA	NA	NA	GCA_945903635.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__Reyranella sp945903635	91.12	0.508	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_947474005.1, s__Reyranella sp947474005, 95.0, 92.76, 0.641; GCA_030679805.1, s__Reyranella sp030679805, 95.0, 89.31, 0.385; GCA_029946105.1, s__Reyranella sp029946105, 95.0, 89.01, 0.424; GCA_030681635.1, s__Reyranella sp030681635, 95.0, 87.65, 0.248; GCA_945860205.1, s__Reyranella massiliensis_B, 95.0, 87.31, 0.327; GCF_004296935.1, s__Reyranella sp004296935, 95.0, 87.04, 0.305; GCA_945862125.1, s__Reyranella massiliensis_A, 95.0, 86.76, 0.292; GCA_010032545.1, s__Reyranella sp010032545, 95.0, 86.25, 0.276; GCA_030684475.1, s__Reyranella sp030684475, 95.0, 86.17, 0.204; GCA_001767945.1, s__Reyranella sp001767945, 95.0, 85.94, 0.248; GCA_016191685.1, s__Reyranella sp016191685, 95.0, 85.75, 0.237; GCA_019745575.1, s__Reyranella sp019745575, 95.0, 85.46, 0.18	79.36	11	0.99175	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	Gradient Boost (General Model)	11	0.91	9866	281.4854383358098	6230263	0.65	6730	774	71532	None
WM20	WM20_S15_027	91.56	4.71	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__B-17B0	f__B-17BO	g__UBA2475	s__	NA	NA	NA	NA	NA	GCA_016787785.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA2475;s__UBA2475 sp016787785	87.03	0.401	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA2475;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002342065.1, s__UBA2475 sp002342065, 95.0, 89.09, 0.489; GCA_030681615.1, s__UBA2475 sp030681615, 95.0, 88.12, 0.415	76.94	11	0.99477	NA	Neural Network (Specific Model)	11	0.928	12101	331.5760500913123	4102142	0.35	3833	449	50274	None
WM20	WM20_S15_028	73.62	1.21	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Patulibacter	s__Patulibacter sp009699505	GCA_009699505.1	95	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Patulibacter;s__Patulibacter sp009699505	98.26	0.643	GCA_009699505.1	95	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Patulibacter;s__Patulibacter sp009699505	98.26	0.643	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Patulibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_030655195.1, s__Patulibacter sp030655195, 95.0, 89.89, 0.353	81.55	11	NA	NA	Gradient Boost (General Model)	11	0.891	5707	295.06519174041296	3362660	0.74	3390	618	57999	None
WM20	WM20_S15_029	86.09	1.3	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Rugosibacter	s__Rugosibacter sp016235025	GCA_016235025.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Rugosibacter;s__Rugosibacter sp016235025	98.99	0.813	GCA_016235025.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Rugosibacter;s__Rugosibacter sp016235025	98.99	0.813	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Rugosibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	NA	76.52	11	NA	NA	Gradient Boost (General Model)	11	0.92	10117	272.8898978433598	2344601	0.6	2643	295	48323	None
WM20	WM20_S15_030	100	13.26	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__	NA	NA	NA	NA	NA	GCA_902826195.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp902826195	93.84	0.603	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_030413175.1, s__Bradyrhizobium sp030413175, 95.0, 90.21, 0.573; GCA_029946075.1, s__Bradyrhizobium sp029946075, 95.0, 87.35, 0.219; GCF_018130385.1, s__Bradyrhizobium sp018130385, 95.0, 86.58, 0.328; GCA_013822885.1, s__Bradyrhizobium sp013822885, 95.0, 86.49, 0.203; GCF_023101085.1, s__Bradyrhizobium sp023101085, 95.0, 86.35, 0.302; GCF_018596315.1, s__Bradyrhizobium sp018596315, 95.0, 86.33, 0.296; GCF_003062295.1, s__Bradyrhizobium algeriense, 95.0, 86.09, 0.289; GCF_023073415.1, s__Bradyrhizobium sp023073415, 95.0, 85.84, 0.289; GCF_023100945.1, s__Bradyrhizobium sp023100945, 95.0, 85.59, 0.274; GCF_001440405.1, s__Bradyrhizobium valentinum, 95.0, 85.5, 0.227; GCA_023422775.1, s__Bradyrhizobium sp023422775, 95.0, 85.38, 0.277; GCF_001440475.1, s__Bradyrhizobium lablabi, 95.0, 85.26, 0.248; GCF_029051645.1, s__Bradyrhizobium sp029051645, 95.0, 85.21, 0.234; GCF_001693515.2, s__Bradyrhizobium paxllaeri, 95.0, 85.19, 0.256; GCF_001440395.1, s__Bradyrhizobium jicamae, 95.0, 85.17, 0.242; GCF_009930815.1, s__Bradyrhizobium sp009930815, 95.0, 85.06, 0.24; GCF_029714305.1, s__Bradyrhizobium sp029714305, 95.0, 84.69, 0.237; GCF_001440415.1, s__Bradyrhizobium retamae, 95.0, 84.66, 0.206; GCA_023387735.1, s__Bradyrhizobium sp023387735, 95.0, 84.65, 0.286; GCF_001693385.1, s__Bradyrhizobium icense, 95.0, 84.62, 0.23; GCF_001693485.1, s__Bradyrhizobium sp001693485, 95.0, 84.58, 0.236; GCF_018398875.1, s__Bradyrhizobium sp018398875, 95.0, 84.46, 0.212; GCF_013114835.1, s__Bradyrhizobium archetypum, 95.0, 84.43, 0.236; GCF_000472965.1, s__Bradyrhizobium murdochi, 95.0, 84.41, 0.224; GCF_013114825.1, s__Bradyrhizobium australiense, 95.0, 84.32, 0.237; GCF_018398895.1, s__Bradyrhizobium sp018398895, 95.0, 84.27, 0.206; GCF_020329435.1, s__Bradyrhizobium hereditatis, 95.0, 83.91, 0.203; GCA_017305715.1, s__Bradyrhizobium sp017305715, 95.0, 83.22, 0.159; GCF_005937885.2, s__Bradyrhizobium sp005937885, 95.0, 83.18, 0.159; GCF_900103365.1, s__Bradyrhizobium sp900103365, 95.0, 83.03, 0.154; GCF_022844465.1, s__Bradyrhizobium sp022844465, 95.0, 82.83, 0.208; GCF_018130065.1, s__Bradyrhizobium sp018130065, 95.0, 82.76, 0.156	74.48	11	0.99586	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 17.5% of markers with multiple hits	Neural Network (Specific Model)	11	0.866	66675	300.21619968187935	8491238	0.63	8173	223	206488	None
WM20	WM20_S15_031	89.55	3.63	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__GCA-2737725	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__GCA-2737725;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	78.33	11	0.967	NA	Gradient Boost (General Model)	11	0.904	10567	284.1717274815004	3689622	0.6	3919	437	63564	None
